"North Carolina Department of Transportation
Traffic Engineering Accident Analysis System
Fiche Report"
"County","County Code","Division","Municipality","Municipality
Code","Begin Date","End Date","Years","Y-Line
Feet"
,"WAYNE","96","4","All and Rural","","10/1/2015","9/30/2025","10.00","150"
"Road Name","Road Code"
"NC 581","30000581"
"BILL","50002677"
"SR 1960","40001960"
"SPRING BANK","50034637"
"SPRING","50028855"
"BANK","50001579"
"NC 111","30000111"
"OLD NC 111","50036308"
"SR 1727","40001727"
"DOLLARD TOWN","50037495"
"11/25/2025","Page 1 of 92"
"Muni.
Code","On Road","Miles  /  Dir
From","From Road","Toward Road","Milepost Road","MP","MA","Crash ID","Date","T","C","F","L","S"
"0","PVA PRICE'S LANDING","0.024","S","NC 581","DEAD END","","999.999","","104681988","2016-03-18","20","1","25","1",""
"0","PVA ROSEWOOD FOOD MART","0.005","W","NC 581","DEAD END","","999.999","","105105240","2017-05-18","31","1","4","1","O"
"0","PVA ROSEWOOD FOOD MART","0.014","W","NC 581","","","999.999","","106915378","2022-04-07","19","1","4","1",""
"0","PVA ROSEWOOD FOOD MART","0.019","W","NC 581","DEAD END","","999.999","","106559751","2021-04-28","31","1","0","1","O"
"0","PVA ROSEWOOD JUNCTION","0.011","E","NC 581","","","999.999","","106211665","2020-04-27","19","1","0","1","C"
"0","PVA ROSEWOOD PHARMACY","0.011","E","NC 581","DEAD END","","999.999","","107300723","2023-04-11","31","1","0","1","O"
"0","PVA RUDY'S GRILL","0.009","E","NC 581","","","999.999","","105801375","2019-03-08","19","1","4","1","B"
"0","PVA SHEETS","0.028","E","NC 581","DEAD END","","999.999","","105089710","2017-04-22","31","1","0","1","O"
"0","PVA SHORT STOP","0.015","W","NC 111","DEAD END","","999.999","","105850434","2019-04-30","20","1","4","1","O"
"0","PVA SOUTHEAST DR","0.017","E","NC 111","SR 1725","","999.999","","105477594","2018-05-13","32","1","4","1","C"
"0","PVA SOUTHEAST DRIVE","0.020","E","NC 111","SR 1725","","999.999","","105007469","2017-02-08","22","1","4","1","O"
"0","PVA SOUTHEAST PLAZA","0.000","","NC 111","US 70","","999.999","","105652148","2018-10-22","22","1","4","1","C"
"0","PVA SPRING CREEK MIDDLE SC","0.003","W","NC 111","DEAD END","","999.999","","107939872","2024-11-19","21","1","0","2","C"
"0","PVA STONEY CREEK FOOD MART","0.009","W","NC 111","","","999.999","","106254028","2020-06-16","19","1","4","1","O"
"0","PVA STONEY CREEK FOOD MART","0.015","W","NC 111","SR 1549","","999.999","","105598321","2018-09-06","14","1","4","1","C"
"0","PVA STONEY CRK GAS STATION","0.014","W","NC 111","","","999.999","","106267328","2020-06-29","19","1","4","1","O"
"11/25/2025","Page 9 of 92"
"Muni.
Code","On Road","Miles  /  Dir
From","From Road","Toward Road","Milepost Road","MP","MA","Crash ID","Date","T","C","F","L","S"
"0","PVA UCHIYAMA MFG AMERICA","0.009","S","NC 581","","","999.999","","105365273","2018-01-25","31","1","5","1","O"
"0","PVA UCHIYAMA MFG AMERICA","0.019","S","NC 581","","","999.999","","105624936","2018-10-03","31","1","0","1","O"
"0","PVA WALMART","0.002","W","NC 581","DEAD END","","999.999","","107777624","2024-07-03","21","1","8","1","O"
"0","PVA WALMART","0.002","W","NC 581","PVA DEAD END","","999.999","","104762586","2016-06-04","21","1","8","4","O"
"0","PVA WALMART","0.003","W","NC 581","US 70","","999.999","","106435420","2020-12-10","21","1","4","5","O"
"0","PVA WALMART","0.004","E","NC 581","DEAD END","","999.999","","105801383","2019-03-08","28","2","0","4","O"
"0","PVA WALMART","0.027","W","NC 581","","","999.999","","107260859","2023-02-28","28","1","4","1","O"
"211","SPRING","0.068","E","PATE TOWN","WAYNE MEMORIAL","","999.999","","106892340","2022-03-17","30","1","0","1","O"
"0","SR 1960","0.000","","*LCL FOREST KNOLL RD ","NC 111","","999.999","","108216400","2025-08-26","30","1","8","1","O"
"0","STONY MANOR","0.003","E","NC 111","CREEKWOOD","","999.999","","104872960","2016-09-28","32","1","4","1","O"
"0","US 70BYP","0.000","","NC 581","SR 1234","I 42","1.013","","104821777","2016-08-14","19","1","0","1","O"
"211","US 70BYP","0.000","W","NC 581","SR 1381","I 42","1.013","","104991689","2016-12-18","19","2","0","5","O"
"211","I 795","0.009","N","NC 581","US 70","I 795","999.999","","104726246","2016-05-06","21","2","12","1","C"
"0","NC 111","0.600","S","SR 1754","*LCL J & S MHP LN ","NC 111","0.000","","106546569","2021-04-15","21","1","0","5","O"
"0","NC 111","0.200","S","SR 1754","CL-DUPLIN","NC 111","0.060","","108025250","2025-02-17","17","1","0","5","O"
"0","NC 111","0.200","S","SR 1754","SR 1957","NC 111","0.060","","107578926","2023-12-27","17","1","0","5","O"
"0","NC 111","0.200","S","SR 1754","CL-DUPLIN","NC 111","0.060","","107347491","2023-05-22","17","1","0","5","O"
"0","NC 111","0.100","N","CL-DUPLIN","SR 1754","NC 111","0.100","","108158926","2025-06-27","21","1","0","1","O"
"0","NC 111","0.013","S","SR 1754","CL-DUPLIN","NC 111","0.247","","105547632","2018-07-15","5","1","12","1","C"
"0","NC 111","0.006","S","SR 1754","CL-DUPLIN","NC 111","0.254","","104685389","2016-03-21","21","1","0","1","O"
"0","NC 111","0.000","","SR 1754","SR 1746","NC 111","0.260","","108239835","2025-09-20","24","1","7","1","O"
"0","NC 111","0.000","","SR 1754","CL-DUPLIN","NC 111","0.260","","107188531","2022-12-19","30","1","7","1","O"
"0","NC 111","0.000","","SR 1754","SR 1958","NC 111","0.260","","106880952","2022-03-06","23","1","7","1","O"
"0","NC 111","0.000","","SR 1754","SR 1957","NC 111","0.260","","106878884","2022-03-02","30","1","7","1","C"
"0","NC 111","0.000","","SR 1754","SR 1957","NC 111","0.260","","106874295","2022-02-25","24","1","7","1","O"
"0","NC 111","0.000","","SR 1754","SR 1958","NC 111","0.260","","106492250","2021-02-12","30","2","7","1","A"
"0","NC 111","0.000","","SR 1754","CL-DUPLIN","NC 111","0.260","","106437310","2020-12-14","30","2","7","1","C"
"0","NC 111","0.000","","SR 1754","CL-DUPLIN","NC 111","0.260","","106203749","2020-04-15","30","1","7","3","B"
"0","NC 111","0.000","","SR 1754","CL-DUPLIN","NC 111","0.260","","106217200","2020-04-27","30","1","7","1","B"
"0","NC 111","0.000","","SR 1754","SR 1753","NC 111","0.260","","106079050","2019-11-29","21","1","7","1","O"
"11/25/2025","Page 10 of 92"
"Muni.
Code","On Road","Miles  /  Dir
From","From Road","Toward Road","Milepost Road","MP","MA","Crash ID","Date","T","C","F","L","S"
"0","NC 111","0.000","","SR 1754","CL-DUPLIN","NC 111","0.260","","106084093","2019-11-26","30","1","7","1","B"
"0","NC 111","0.000","","SR 1754","SR 1958","NC 111","0.260","","106076045","2019-11-20","30","1","7","1","O"
"0","NC 111","0.000","","SR 1754","CL-DUPLIN","NC 111","0.260","","105838709","2019-04-14","24","1","7","5","O"
"0","NC 111","0.000","","SR 1754","","NC 111","0.260","","105964145","2019-07-29","22","1","8","1","O"
"0","NC 111","0.000","","SR 1754","SR 1746","NC 111","0.260","","105954531","2019-08-09","24","1","7","1","B"
"0","NC 111","0.000","","SR 1754","SR 1753","NC 111","0.260","","105528173","2018-06-27","30","1","7","2","B"
"0","NC 111","0.000","","SR 1754","SR 1753","NC 111","0.260","","105512336","2018-06-13","30","2","7","1","O"
"0","NC 111","0.000","","SR 1754","SR 1753","NC 111","0.260","","105635795","2018-10-12","30","1","7","1","O"
"0","NC 111","0.000","","SR 1754","CL-DUPLIN","NC 111","0.260","","104997819","2017-01-21","23","1","7","1","O"
"0","NC 111","0.000","","SR 1754","CL-DUPLIN","NC 111","0.260","","104844833","2016-09-07","30","1","7","1","O"
"0","NC 111","0.000","","SR 1754","SR 1958","NC 111","0.260","","105384903","2018-02-16","30","1","7","5","O"
"0","NC 111","0.000","","SR 1754","SR 1958","NC 111","0.260","","105293324","2017-11-17","30","1","7","1","B"
"0","NC 111","0.000","","SR 1754","CL-DUPLIN","NC 111","0.260","","105266676","2017-10-24","24","1","7","1","O"
"0","NC 111","0.000","","SR 1754","SR 1957","NC 111","0.260","","104616997","2016-01-15","30","2","7","5","O"
"0","NC 111","0.000","","SR 1754","SR 1958","NC 111","0.260","","104757388","2016-05-31","30","1","7","1","O"
"0","NC 111","0.000","","SR 1754","CL-DUPLIN","NC 111","0.260","","107672625","2024-03-30","24","1","7","1","O"
"0","NC 111","0.000","","SR 1754","SR 1957","NC 111","0.260","","105459169","2018-04-20","30","1","7","1","O"
"0","NC 111","0.000","","SR 1754","SR 1958","NC 111","0.260","","105284246","2017-11-09","30","2","7","1","C"
"0","NC 111","0.000","","SR 1754","SR 1753","NC 111","0.260","","105042120","2017-03-16","24","1","7","1","O"
"0","NC 111","0.000","S","SR 1754","*LCL BUDDY BOY LN ","NC 111","0.260","","108086946","2025-04-15","30","1","7","1","B"
"493","NC 111","0.000","W","SR 1754","SR 1533","NC 111","0.260","","104991672","2017-01-01","15","1","0","5","B"
"0","NC 111","0.004","N","SR 1754","NC 55","NC 111","0.264","","104891426","2016-10-17","29","1","7","1","O"
"0","NC 111","0.057","N","SR 1754","SR 1957","NC 111","0.317","","105288310","2017-11-08","24","1","12","1","C"
"0","NC 111","0.200","N","SR 1754","SR 1753","NC 111","0.460","","106197112","2020-04-03","17","1","0","1","O"
"0","NC 111","0.300","N","SR 1754","SR 1957","NC 111","0.560","","107058507","2022-08-24","31","1","0","5","O"
"0","NC 111","0.300","N","SR 1754","NC 55","NC 111","0.560","","105804507","2019-03-13","32","1","0","1","O"
"0","NC 111","0.300","N","SR 1754","SR 1753","NC 111","0.560","","105570065","2018-08-12","21","3","0","5","O"
"0","NC 111","0.400","S","SR 1957","SR 1754","NC 111","0.740","","107212110","2023-01-12","17","1","0","5","O"
"0","NC 111","0.500","N","SR 1754","NC 55","NC 111","0.760","","105717291","2018-12-15","19","2","0","1","O"
"0","NC 111","0.550","N","SR 1754","NC 55","NC 111","0.810","","108004386","2025-01-28","17","1","0","5","O"
"0","NC 111","2.000","S","NC 55","SR 1754","NC 111","0.830","","107545778","2023-11-28","21","1","0","5","O"
"0","NC 111","0.200","S","SR 1957","SR 1754","NC 111","0.940","","104920883","2016-11-18","23","1","5","1","O"
"11/25/2025","Page 11 of 92"
"Muni.
Code","On Road","Miles  /  Dir
From","From Road","Toward Road","Milepost Road","MP","MA","Crash ID","Date","T","C","F","L","S"
"0","NC 111","0.200","S","SR 1957","SR 1754","NC 111","0.940","","104903672","2016-11-02","17","1","0","5","O"
"0","NC 111","0.100","S","SR 1957","SR 1754","NC 111","1.040","","107540537","2023-11-25","17","1","0","5","O"
"0","NC 111","0.100","S","SR 1957","SR 1754","NC 111","1.040","","106990501","2022-06-12","29","1","0","5","O"
"0","NC 111","0.100","S","SR 1957","SR 1754","NC 111","1.040","","105918817","2019-06-30","17","1","0","1","O"
"0","NC 111","0.100","S","SR 1957","SR 1754","NC 111","1.040","","104762573","2016-06-10","27","1","0","1","B"
"0","NC 111","0.800","N","SR 1754","NC 55","NC 111","1.060","","106421790","2020-11-30","18","10","0","4","O"
"493","NC 111","0.500","S","SR 1752","SR 1753","NC 111","1.070","","105532134","2018-06-27","29","1","0","1","O"
"0","NC 111","0.000","","SR 1957","SR 1754","NC 111","1.140","","108020997","2025-02-13","26","1","8","1","O"
"0","NC 111","0.000","","SR 1957","SR 1753","NC 111","1.140","","105060273","2017-04-03","26","1","9","5","O"
"0","NC 111","0.200","S","SR 1753","SR 1754","NC 111","1.160","","105194720","2017-07-29","19","1","0","5","K"
"0","NC 111","0.100","N","SR 1957","SR 1753","NC 111","1.240","","106210708","2020-04-26","17","1","0","1","O"
"0","NC 111","0.100","N","SR 1957","SR 1753","NC 111","1.240","","106514831","2021-03-14","17","1","0","5","O"
"0","NC 111","0.100","S","SR 1753","SR 1752","NC 111","1.260","","104581318","2015-12-08","17","1","0","5","O"
"0","NC 111","1.000","N","SR 1754","NC 55","NC 111","1.260","","108246071","2025-09-24","29","1","0","1","O"
"0","NC 111","0.000","","SR 1753","SR 1752","NC 111","1.360","","107552615","2023-12-05","17","1","0","5","O"
"0","NC 111","0.040","N","SR 1753","SR 1752","NC 111","1.400","","105471359","2018-05-03","29","1","0","5","O"
"0","NC 111","0.057","SW","SR 1752","SR 1753","NC 111","1.513","","105783627","2019-02-22","28","1","0","1","C"
"0","NC 111","0.010","N","SR 1752","SR 1954","NC 111","1.580","","106965343","2022-05-21","19","1","9","1","B"
"0","NC 111","0.100","N","SR 1752","NC 55","NC 111","1.670","","107854821","2024-09-13","17","1","0","1","O"
"0","NC 111","0.200","N","SR 1752","SR 1954","NC 111","1.770","","107081322","2022-09-12","19","1","0","1","C"
"0","NC 111","0.200","N","SR 1752","NC 55","NC 111","1.770","","105623787","2018-09-27","19","1","0","5","O"
"0","NC 111","0.500","S","SR 1954","SR 1754","NC 111","1.810","","104853870","2016-09-16","19","1","0","5",""
"0","NC 111","1.000","S","NC 55","SR 1754","NC 111","1.830","","104508743","2015-10-02","21","2","0","1","O"
"0","NC 111","0.290","N","SR 1752","SR 1954","NC 111","1.860","","106619601","2021-06-22","23","1","5","1","O"
"0","NC 111","0.400","S","SR 1954","SR 1752","NC 111","1.910","","105063530","2017-04-04","28","1","0","1","O"
"0","NC 111","0.200","S","SR 1954","SR 1952","NC 111","2.110","","107971827","2024-12-20","28","1","0","5","B"
"0","NC 111","0.700","S","NC 55","SR 1752","NC 111","2.130","","108001261","2025-01-22","19","4","0","2","O"
"0","NC 111","0.100","S","SR 1954","SR 1752","NC 111","2.210","","106096907","2019-12-15","17","1","0","5","O"
"0","NC 111","0.025","N","SR 1954","NC 55","NC 111","2.335","","105013648","2017-02-13","21","1","0","1","C"
"0","NC 111","0.036","N","SR 1954","NC 55","NC 111","2.346","","107199867","2023-01-01","19","1","0","1","O"
"0","NC 111","1.000","N","SR 1753","NC 55","NC 111","2.360","","104868648","2016-09-28","21","1","0","1","O"
"0","NC 111","0.400","S","NC 55","SR 1754","NC 111","2.430","","106473157","2021-01-24","19","1","0","1",""
"11/25/2025","Page 12 of 92"
"Muni.
Code","On Road","Miles  /  Dir
From","From Road","Toward Road","Milepost Road","MP","MA","Crash ID","Date","T","C","F","L","S"
"0","NC 111","0.300","S","NC 55","SR 1754","NC 111","2.530","","105740479","2019-01-10","17","1","0","5","O"
"0","NC 111","0.300","S","NC 55","SR 1954","NC 111","2.530","","107354137","2023-06-03","21","1","0","1","B"
"0","NC 111","0.300","N","SR 1954","NC 55","NC 111","2.610","","107409326","2023-07-28","19","1","0","5","O"
"0","NC 111","0.200","S","NC 55","SR 1754","NC 111","2.630","","104747387","2016-05-25","5","1","0","5","C"
"0","NC 111","0.150","S","NC 55","SR 1951","NC 111","2.680","","104622367","2016-01-24","19","1","0","3","B"
"0","NC 111","0.100","S","NC 55","SR 1951","NC 111","2.730","","105623909","2018-09-24","18","1","0","1","O"
"0","NC 111","0.100","S","NC 55","SR 1754","NC 111","2.730","","104891450","2016-10-22","22","1","5","1","C"
"0","NC 111","0.014","S","NC 55","SR 1951","NC 111","2.816","","108143819","2025-06-11","21","1","7","1","O"
"0","NC 111","0.010","S","NC 55","SR 1754","NC 111","2.820","","106078001","2019-11-28","23","1","5","1","O"
"0","NC 111","0.004","S","NC 55","SR 1951","NC 111","2.826","","107913044","2024-11-05","21","1","7","1","C"
"0","NC 111","0.000","","NC 55","SR 1950","NC 111","2.830","","108198764","2025-08-10","21","2","7","1","O"
"0","NC 111","0.000","","NC 55","SR 1954","NC 111","2.830","","107051221","2022-08-19","21","1","7","5","C"
"0","NC 111","0.000","","NC 55","SR 1954","NC 111","2.830","","106376813","2020-10-19","30","1","7","1","O"
"0","NC 111","0.000","","NC 55","SR 1745","NC 111","2.830","","106090864","2019-12-09","30","1","7","2","C"
"0","NC 111","0.000","","NC 55","SR 1951","NC 111","2.830","","106287722","2020-07-23","30","1","7","1","B"
"0","NC 111","0.000","","NC 55","SR 1954","NC 111","2.830","","106088175","2019-12-04","30","1","7","5","O"
"0","NC 111","0.000","","NC 55","SR 1745","NC 111","2.830","","105899433","2019-06-13","30","1","7","1","O"
"0","NC 111","0.000","","NC 55","SR 1745","NC 111","2.830","","105269505","2017-10-29","26","2","7","1","O"
"0","NC 111","0.000","","NC 55","SR 1745","NC 111","2.830","","105517461","2018-06-16","30","1","7","1","O"
"0","NC 111","0.000","","NC 55","SR 1745","NC 111","2.830","","105363590","2018-01-24","30","1","7","1","O"
"0","NC 111","0.000","","NC 55","SR 1745","NC 111","2.830","","104726280","2016-05-07","28","1","7","1","O"
"0","NC 111","0.000","","NC 55","CL-DUPLIN","NC 111","2.830","","107540577","2023-11-25","30","1","7","5","C"
"0","NC 111","0.002","N","NC 55","SR 1745","NC 111","2.832","","107649093","2024-03-06","21","2","12","1","O"
"0","NC 111","0.005","N","NC 55","SR 1745","NC 111","2.835","","104897057","2016-10-29","21","1","7","1","C"
"0","NC 111","0.016","N","NC 55","SR 1745","NC 111","2.846","","106680121","2021-08-07","24","1","4","5","O"
"0","NC 111","0.024","N","NC 55","SR 1745","NC 111","2.854","","105902990","2019-06-19","24","1","4","1","O"
"0","NC 111","0.026","N","NC 55","SR 1744","NC 111","2.856","","105528923","2018-07-01","30","1","4","1","C"
"0","NC 111","0.028","N","NC 55","SR 1746","NC 111","2.858","","105326502","2017-12-17","24","1","4","4","C"
"0","NC 111","0.033","N","NC 55","SR 1745","NC 111","2.863","","105756629","2019-01-23","24","1","0","5","O"
"0","NC 111","0.038","N","NC 55","SR 1745","NC 111","2.868","","107017760","2022-07-15","30","1","4","1","O"
"0","NC 111","0.500","S","SR 1745","NC 111","NC 111","2.870","","106474234","2021-01-27","19","1","4","5","O"
"0","NC 111","0.041","N","NC 55","SR 1745","NC 111","2.871","","107951015","2024-12-08","24","1","4","1","O"
"11/25/2025","Page 13 of 92"
"Muni.
Code","On Road","Miles  /  Dir
From","From Road","Toward Road","Milepost Road","MP","MA","Crash ID","Date","T","C","F","L","S"
"0","NC 111","0.049","N","NC 55","SR 1745","NC 111","2.879","","106766470","2021-11-08","30","1","4","2","C"
"0","NC 111","0.051","N","NC 55","SR 1745","NC 111","2.881","","107956381","2024-11-30","24","1","4","5","O"
"0","NC 111","0.057","N","NC 55","SR 1745","NC 111","2.887","","106639919","2021-07-21","13","1","0","1","O"
"0","NC 111","0.076","N","NC 55","SR 1745","NC 111","2.906","","106205785","2020-04-19","19","1","0","4","O"
"0","NC 111","0.100","N","NC 55","SR 1745","NC 111","2.930","","108105032","2025-05-09","17","1","0","5","B"
"0","NC 111","0.100","N","NC 55","SR 1745","NC 111","2.930","","107390471","2023-06-28","26","1","4","1","O"
"0","NC 111","0.100","N","NC 55","SR 1745","NC 111","2.930","","105486547","2018-05-21","17","1","0","3","O"
"0","NC 111","0.100","N","NC 55","SR 1745","NC 111","2.930","","106291158","2020-07-17","27","1","0","5","C"
"0","NC 111","0.400","S","SR 1745","NC 55","NC 111","2.970","","104838703","2016-08-31","21","1","4","1","C"
"0","NC 111","0.200","N","NC 55","SR 1744","NC 111","3.030","","106432300","2020-12-09","17","1","0","5","O"
"0","NC 111","0.200","N","NC 55","SR 1745","NC 111","3.030","","106107867","2019-12-22","23","1","0","1","O"
"0","NC 111","0.200","S","SR 1745","NC 111","NC 111","3.170","","107269276","2023-03-09","21","1","0","1","O"
"0","NC 111","0.200","S","SR 1745","NC 55","NC 111","3.170","","105127765","2017-06-09","21","1","4","1","O"
"0","NC 111","0.150","S","SR 1745","NC 55","NC 111","3.220","","105983782","2019-09-01","21","2","0","1","O"
"0","NC 111","0.100","S","SR 1745","NC 55","NC 111","3.270","","106137226","2020-01-21","21","1","7","5","O"
"0","NC 111","0.100","S","SR 1745","NC 55","NC 111","3.270","","106009777","2019-09-27","29","2","0","5","O"
"0","NC 111","0.100","S","SR 1745","NC 55","NC 111","3.270","","105588006","2018-08-28","29","1","0","1","O"
"0","NC 111","0.100","S","SR 1745","NC 55","NC 111","3.270","","107360478","2023-06-08","5","1","0","5",""
"0","NC 111","0.100","S","SR 1745","NC 55","NC 111","3.270","","106528059","2021-03-26","17","1","0","5","O"
"0","NC 111","0.100","SE","SR 1745","NC 55","NC 111","3.270","","104621416","2016-01-23","19","4","0","1","O"
"0","NC 111","0.081","S","SR 1745","NC 55","NC 111","3.289","","107838530","2024-09-02","27","2","0","5","B"
"0","NC 111","0.500","N","NC 55","SR 1745","NC 111","3.330","","106163748","2020-02-20","21","4","0","5","O"
"0","NC 111","0.500","N","NC 55","SR 1784","NC 111","3.330","","106291281","2020-07-27","23","1","7","1","O"
"0","NC 111","0.500","N","NC 55","SR 1745","NC 111","3.330","","104844832","2016-09-07","21","1","5","1","O"
"0","NC 111","0.012","S","SR 1745","NC 55","NC 111","3.358","","105563792","2018-08-03","21","2","12","1","C"
"0","NC 111","0.008","S","SR 1745","NC 55","NC 111","3.362","","108090641","2025-04-23","21","1","7","1","O"
"0","NC 111","0.006","S","SR 1745","NC 55","NC 111","3.364","","108049349","2025-03-11","28","1","7","2","O"
"0","NC 111","0.005","S","SR 1745","NC 111","NC 111","3.365","","105876907","2019-05-26","21","1","0","1","O"
"0","NC 111","0.002","S","SR 1745","*LCL LATINO DR ","NC 111","3.368","","107286489","2023-03-26","30","2","7","1","B"
"0","NC 111","0.000","","SR 1745","NC 55","NC 111","3.370","","108013873","2025-02-06","30","1","7","5","O"
"0","NC 111","0.000","","SR 1745","NC 55","NC 111","3.370","","107935804","2024-11-23","30","1","7","5","O"
"0","NC 111","0.000","","SR 1745","EMMA","NC 111","3.370","","107577204","2023-12-24","30","1","7","5","B"
"11/25/2025","Page 14 of 92"
"Muni.
Code","On Road","Miles  /  Dir
From","From Road","Toward Road","Milepost Road","MP","MA","Crash ID","Date","T","C","F","L","S"
"0","NC 111","0.000","","SR 1745","SR 1951","NC 111","3.370","","106888252","2022-03-01","30","1","7","5","B"
"0","NC 111","0.000","","SR 1745","NC 55","NC 111","3.370","","107718790","2024-05-06","30","2","7","5","O"
"0","NC 111","0.000","","SR 1745","NC 55","NC 111","3.370","","105847092","2019-04-25","30","1","7","1","O"
"0","NC 111","0.000","","SR 1745","NC 55","NC 111","3.370","","105471400","2018-05-03","23","1","7","1","C"
"0","NC 111","0.000","","SR 1745","SR 1744","NC 111","3.370","","104911621","2016-11-10","23","1","7","1","B"
"0","NC 111","0.000","","SR 1745","SR 1784","NC 111","3.370","","104862277","2016-09-21","30","2","7","5","O"
"0","NC 111","0.000","","SR 1745","NC 55","NC 111","3.370","","105401604","2018-03-04","23","1","7","1","O"
"0","NC 111","0.000","","SR 1745","NC 55","NC 111","3.370","","108192782","2025-07-21","30","1","7","1","O"
"0","NC 111","0.000","","SR 1745","NC 55","NC 111","3.370","","108119155","2025-04-29","30","1","7","1","B"
"0","NC 111","0.000","S","SR 1745","NC 55","NC 111","3.370","","107711604","2024-05-04","30","1","7","1","B"
"0","NC 111","0.004","N","SR 1745","SR 1784","NC 111","3.374","","106878922","2022-02-25","21","1","7","1","C"
"0","NC 111","0.010","N","SR 1745","SR 1744","NC 111","3.380","","105332428","2017-12-24","32","2","0","1","B"
"0","NC 111","0.019","N","SR 1745","SR 1784","NC 111","3.389","","108160978","2025-07-02","18","2","0","1","O"
"0","NC 111","0.028","N","SR 1745","SR 1784","NC 111","3.398","","107002460","2022-06-23","19","2","0","5","O"
"0","NC 111","0.050","N","SR 1745","SR 1744","NC 111","3.420","","107477518","2023-09-27","31","1","0","1","O"
"0","NC 111","0.100","N","SR 1745","SR 1784","NC 111","3.470","","106421854","2020-12-01","17","2","0","5","O"
"0","NC 111","0.200","S","SR 1784","SR 1745","NC 111","3.630","","106704727","2021-09-17","21","1","0","1","A"
"0","NC 111","0.200","S","SR 1784","SR 1745","NC 111","3.630","","107681705","2024-04-06","29","1","0","1","O"
